,diffSize,diffSlope,avgMsdSlopeMT,avgMsdSlopePI
0,-0.209208046557518,0.43811151313135543,0.4624919043705093,0.02438039123915386
1,-0.0059473859980762045,0.28123334316222487,0.33198725829525366,0.05075391513302881
2,-0.3856334408810682,0.07399174208548805,0.18827396053136936,0.11428221844588131
3,-0.24554397163417452,-0.052453961985986286,0.3604699994545694,0.4129239614405557
4,0.14338580961376524,-0.02306319663798878,0.3292951621927068,0.3523583588306956
5,-0.1673076601043273,0.416461765940713,0.4398669434921,0.02340517755138698
6,0.042380785116763686,3.5346516697031984,3.5840338579595463,0.04938218825634791
7,-0.12559166288033208,0.4550418222991893,0.5662353333979026,0.1111935110987132
8,0.12719068857562033,-0.21115454867507746,0.2073494359602094,0.4185039846352869
9,-0.2114957876713386,-0.20046346038157226,0.17174606656392455,0.3722095269454968
10,-0.09985335183785271,0.07848523685422507,0.11070987806003622,0.032224641205811165
11,-0.409370346096916,-1.7252737864219023,0.0926235321638334,1.8178973185857357
